,sample id,source,batch number,batch date,target composition,post processing id
589,vsp2_240718_Au-0.2-In-0.8_pp0_rep1,vsp,2,240718,Au-0.2-In-0.8,pp0
590,vsp3_240718_Au-0.111-Cu-0.889_pp0_rep1,vsp,3,240718,Au-0.111-Cu-0.889,pp0
591,vsp3_240718_Au-0.125-Cu-0.875_pp0_rep1,vsp,3,240718,Au-0.125-Cu-0.875,pp0
592,vsp3_240718_Au-0.25-Cu-0.75_pp0_rep1,vsp,3,240718,Au-0.25-Cu-0.75,pp0
593,vsp3_240718_Au-0.333-Cu-0.667_pp0_rep1,vsp,3,240718,Au-0.333-Cu-0.667,pp0
594,vsp3_240718_Au-0.333-Cu-0.667_pp0_rep2,vsp,3,240718,Au-0.333-Cu-0.667,pp0
595,vsp3_240718_Au-0.333-Cu-0.667_pp0_rep3,vsp,3,240718,Au-0.333-Cu-0.667,pp0
596,vsp3_240718_Au-0.375-Cu-0.625_pp0_rep1,vsp,3,240718,Au-0.375-Cu-0.625,pp0
597,vsp3_240718_Au-0.4-Cu-0.6_pp0_rep1,vsp,3,240718,Au-0.4-Cu-0.6,pp0
598,vsp3_240718_Au-0.429-Cu-0.571_pp0_rep1,vsp,3,240718,Au-0.429-Cu-0.571,pp0
599,vsp3_240718_Au-0.5-Cu-0.5_pp0_rep1,vsp,3,240718,Au-0.5-Cu-0.5,pp0
600,vsp3_240718_Au-0.556-Cu-0.444_pp0_rep1,vsp,3,240718,Au-0.556-Cu-0.444,pp0
601,vsp3_240718_Au-0.571-Cu-0.429_pp0_rep1,vsp,3,240718,Au-0.571-Cu-0.429,pp0
602,vsp3_240718_Au-0.6-Cu-0.4_pp0_rep1,vsp,3,240718,Au-0.6-Cu-0.4,pp0
603,vsp3_240718_Au-0.625-Cu-0.375_pp0_rep1,vsp,3,240718,Au-0.625-Cu-0.375,pp0
604,vsp3_240718_Au-0.667-Cu-0.333_pp0_rep1,vsp,3,240718,Au-0.667-Cu-0.333,pp0
605,vsp3_240718_Au-0.667-Cu-0.333_pp0_rep2,vsp,3,240718,Au-0.667-Cu-0.333,pp0
606,vsp3_240718_Au-0.667-Cu-0.333_pp0_rep3,vsp,3,240718,Au-0.667-Cu-0.333,pp0
607,vsp3_240718_Au-0.75-Cu-0.25_pp0_rep1,vsp,3,240718,Au-0.75-Cu-0.25,pp0
608,vsp3_240718_Au-0.8-Cu-0.2_pp0_rep1,vsp,3,240718,Au-0.8-Cu-0.2,pp0
609,vsp3_240718_Au-0.833-Cu-0.167_pp0_rep1,vsp,3,240718,Au-0.833-Cu-0.167,pp0
610,vsp3_240718_Au-0.875-Cu-0.125_pp0_rep1,vsp,3,240718,Au-0.875-Cu-0.125,pp0
611,vsp3_240718_Au-0.889-Cu-0.111_pp0_rep1,vsp,3,240718,Au-0.889-Cu-0.111,pp0
612,vsp3_240718_Au-1.0_pp0_rep1,vsp,3,240718,Au-1.0,pp0
613,vsp3_240718_Cu-1.0_pp0_rep1,vsp,3,240718,Cu-1.0,pp0
614,vsp4_240726_Pd-1.0_pp0_rep1,vsp,4,240726,Pd-1.0,pp0
615,vsp4_240726_Pd-0.2-Sn-0.8_pp0_rep1,vsp,4,240726,Pd-0.2-Sn-0.8,pp0
616,vsp4_240726_Pd-0.25-Sn-0.75_pp0_rep1,vsp,4,240726,Pd-0.25-Sn-0.75,pp0
617,vsp4_240726_Pd-0.25-Sn-0.75_pp0_rep2,vsp,4,240726,Pd-0.25-Sn-0.75,pp0
618,vsp4_240726_Pd-0.25-Sn-0.75_pp0_rep3,vsp,4,240726,Pd-0.25-Sn-0.75,pp0
619,vsp4_240726_Pd-0.333-Sn-0.667_pp0_rep1,vsp,4,240726,Pd-0.333-Sn-0.667,pp0
620,vsp4_240726_Pd-0.4-Sn-0.6_pp0_rep1,vsp,4,240726,Pd-0.4-Sn-0.6,pp0
621,vsp4_240726_Pd-0.47-Sn-0.53_pp0_rep1,vsp,4,240726,Pd-0.47-Sn-0.53,pp0
622,vsp4_240726_Pd-0.5-Sn-0.5_pp0_rep1,vsp,4,240726,Pd-0.5-Sn-0.5,pp0
623,vsp4_240726_Pd-0.5-Sn-0.5_pp0_rep2,vsp,4,240726,Pd-0.5-Sn-0.5,pp0
624,vsp4_240726_Pd-0.5-Sn-0.5_pp0_rep3,vsp,4,240726,Pd-0.5-Sn-0.5,pp0
625,vsp4_240726_Pd-0.54-Sn-0.46_pp0_rep1,vsp,4,240726,Pd-0.54-Sn-0.46,pp0
626,vsp4_240726_Pd-0.58-Sn-0.42_pp0_rep1,vsp,4,240726,Pd-0.58-Sn-0.42,pp0
627,vsp4_240726_Pd-0.62-Sn-0.38_pp0_rep1,vsp,4,240726,Pd-0.62-Sn-0.38,pp0
628,vsp4_240726_Pd-0.667-Sn-0.333_pp0_rep1,vsp,4,240726,Pd-0.667-Sn-0.333,pp0
629,vsp4_240726_Pd-0.7-Sn-0.3_pp0_rep1,vsp,4,240726,Pd-0.7-Sn-0.3,pp0
630,vsp4_240726_Pd-0.75-Sn-0.25_pp0_rep1,vsp,4,240726,Pd-0.75-Sn-0.25,pp0
631,vsp4_240726_Pd-0.75-Sn-0.25_pp0_rep2,vsp,4,240726,Pd-0.75-Sn-0.25,pp0
632,vsp4_240726_Pd-0.75-Sn-0.25_pp0_rep3,vsp,4,240726,Pd-0.75-Sn-0.25,pp0
633,vsp4_240726_Pd-0.833-Sn-0.167_pp0_rep1,vsp,4,240726,Pd-0.833-Sn-0.167,pp0
634,vsp4_240726_Pd-0.867-Sn-0.133_pp0_rep1,vsp,4,240726,Pd-0.867-Sn-0.133,pp0
635,vsp4_240726_Pd-0.889-Sn-0.111_pp0_rep1,vsp,4,240726,Pd-0.889-Sn-0.111,pp0
636,vsp4_240726_Pd-0.889-Sn-0.111_pp0_rep2,vsp,4,240726,Pd-0.889-Sn-0.111,pp0
637,vsp4_240726_Pd-0.889-Sn-0.111_pp0_rep3,vsp,4,240726,Pd-0.889-Sn-0.111,pp0
638,vsp4_240726_Sn-1.0_pp0_rep1,vsp,4,240726,Sn-1.0,pp0
639,vsp6_240718_In-0.111-Zn-0.889_pp0_rep1,vsp,6,240718,In-0.111-Zn-0.889,pp0
640,vsp6_240718_In-0.167-Zn-0.833_pp0_rep1,vsp,6,240718,In-0.167-Zn-0.833,pp0
641,vsp6_240718_In-0.167-Zn-0.833_pp0_rep2,vsp,6,240718,In-0.167-Zn-0.833,pp0
642,vsp6_240718_In-0.167-Zn-0.833_pp0_rep3,vsp,6,240718,In-0.167-Zn-0.833,pp0
643,vsp6_240718_In-0.25-Zn-0.75_pp0_rep1,vsp,6,240718,In-0.25-Zn-0.75,pp0
644,vsp6_240718_In-0.25-Zn-0.75_pp0_rep2,vsp,6,240718,In-0.25-Zn-0.75,pp0
645,vsp6_240718_In-0.25-Zn-0.75_pp0_rep3,vsp,6,240718,In-0.25-Zn-0.75,pp0
646,vsp6_240718_In-0.31-Zn-0.69_pp0_rep1,vsp,6,240718,In-0.31-Zn-0.69,pp0
647,vsp6_240718_In-0.37-Zn-0.63_pp0_rep2,vsp,6,240718,In-0.37-Zn-0.63,pp0
648,vsp6_240718_In-0.44-Zn-0.56_pp0_rep3,vsp,6,240718,In-0.44-Zn-0.56,pp0
649,vsp6_240718_In-0.5-Zn-0.5_pp0_rep1,vsp,6,240718,In-0.5-Zn-0.5,pp0
650,vsp6_240718_In-0.5-Zn-0.5_pp0_rep2,vsp,6,240718,In-0.5-Zn-0.5,pp0
651,vsp6_240718_In-0.5-Zn-0.5_pp0_rep3,vsp,6,240718,In-0.5-Zn-0.5,pp0
652,vsp6_240718_In-0.54-Zn-0.46_pp0_rep1,vsp,6,240718,In-0.54-Zn-0.46,pp0
653,vsp6_240718_In-0.571-Zn-0.429_pp0_rep1,vsp,6,240718,In-0.571-Zn-0.429,pp0
654,vsp6_240718_In-0.571-Zn-0.429_pp0_rep2,vsp,6,240718,In-0.571-Zn-0.429,pp0
655,vsp6_240718_In-0.571-Zn-0.429_pp0_rep3,vsp,6,240718,In-0.571-Zn-0.429,pp0
656,vsp6_240718_In-0.62-Zn-0.38_pp0_rep1,vsp,6,240718,In-0.62-Zn-0.38,pp0
657,vsp6_240718_In-0.667-Zn-0.333_pp0_rep1,vsp,6,240718,In-0.667-Zn-0.333,pp0
658,vsp6_240718_In-0.667-Zn-0.333_pp0_rep2,vsp,6,240718,In-0.667-Zn-0.333,pp0
659,vsp6_240718_In-0.667-Zn-0.333_pp0_rep3,vsp,6,240718,In-0.667-Zn-0.333,pp0
660,vsp6_240718_In-0.72-Zn-0.28_pp0_rep1,vsp,6,240718,In-0.72-Zn-0.28,pp0
661,vsp6_240718_In-0.8-Zn-0.2_pp0_rep1,vsp,6,240718,In-0.8-Zn-0.2,pp0
662,vsp6_240718_In-1.0_pp0_rep1,vsp,6,240718,In-1.0,pp0
663,vsp6_240718_Zn-1.0_pp0_rep1,vsp,6,240718,Zn-1.0,pp0
664,vsp8_240802_Pd-0.889-Zn-0.111_pp0_rep1,vsp,8,240802,Pd-0.889-Zn-0.111,pp0
665,vsp8_240802_Pd-0.867-Zn-0.133_pp0_rep1,vsp,8,240802,Pd-0.867-Zn-0.133,pp0
666,vsp8_240802_Pd-0.833-Zn-0.167_pp0_rep1,vsp,8,240802,Pd-0.833-Zn-0.167,pp0
667,vsp8_240802_Pd-0.8-Zn-0.2_pp0_rep1,vsp,8,240802,Pd-0.8-Zn-0.2,pp0
668,vsp8_240802_Pd-0.75-Zn-0.25_pp0_rep1,vsp,8,240802,Pd-0.75-Zn-0.25,pp0
669,vsp8_240802_Pd-0.75-Zn-0.25_pp0_rep2,vsp,8,240802,Pd-0.75-Zn-0.25,pp0
670,vsp8_240802_Pd-0.75-Zn-0.25_pp0_rep3,vsp,8,240802,Pd-0.75-Zn-0.25,pp0
671,vsp8_240802_Pd-0.7-Zn-0.3_pp0_rep1,vsp,8,240802,Pd-0.7-Zn-0.3,pp0
672,vsp8_240802_Pd-0.667-Zn-0.333_pp0_rep1,vsp,8,240802,Pd-0.667-Zn-0.333,pp0
673,vsp8_240802_Pd-0.625-Zn-0.375_pp0_rep1,vsp,8,240802,Pd-0.625-Zn-0.375,pp0
674,vsp8_240802_Pd-0.571-Zn-0.429_pp0_rep1,vsp,8,240802,Pd-0.571-Zn-0.429,pp0
675,vsp8_240802_Pd-0.5-Zn-0.5_pp0_rep1,vsp,8,240802,Pd-0.5-Zn-0.5,pp0
676,vsp8_240802_Pd-0.5-Zn-0.5_pp0_rep2,vsp,8,240802,Pd-0.5-Zn-0.5,pp0
677,vsp8_240802_Pd-0.5-Zn-0.5_pp0_rep3,vsp,8,240802,Pd-0.5-Zn-0.5,pp0
678,vsp8_240802_Pd-0.429-Zn-0.571_pp0_rep1,vsp,8,240802,Pd-0.429-Zn-0.571,pp0
679,vsp8_240802_Pd-0.4-Zn-0.6_pp0_rep1,vsp,8,240802,Pd-0.4-Zn-0.6,pp0
680,vsp8_240802_Pd-0.375-Zn-0.625_pp0_rep1,vsp,8,240802,Pd-0.375-Zn-0.625,pp0
681,vsp8_240802_Pd-0.333-Zn-0.667_pp0_rep1,vsp,8,240802,Pd-0.333-Zn-0.667,pp0
682,vsp8_240802_Pd-0.25-Zn-0.75_pp0_rep1,vsp,8,240802,Pd-0.25-Zn-0.75,pp0
683,vsp8_240802_Pd-0.231-Zn-0.769_pp0_rep1,vsp,8,240802,Pd-0.231-Zn-0.769,pp0
684,vsp8_240802_Pd-0.167-Zn-0.833_pp0_rep1,vsp,8,240802,Pd-0.167-Zn-0.833,pp0
685,vsp8_240802_Pd-0.125-Zn-0.875_pp0_rep1,vsp,8,240802,Pd-0.125-Zn-0.875,pp0
686,vsp8_240802_Pd-0.111-Zn-0.889_pp0_rep1,vsp,8,240802,Pd-0.111-Zn-0.889,pp0
687,vsp8_240802_Pd-1.0_pp0_rep1,vsp,8,240802,Pd-1.0,pp0
688,vsp8_240802_Zn-1.0_pp0_rep1,vsp,8,240802,Zn-1.0,pp0
689,vsp9_240726_Sn-0.19-Zn-0.81_pp0_rep1,vsp,9,240726,Sn-0.19-Zn-0.81,pp0
690,vsp9_240726_Sn-0.22-Zn-0.78_pp0_rep1,vsp,9,240726,Sn-0.22-Zn-0.78,pp0
691,vsp9_240726_Sn-0.25-Zn-0.75_pp0_rep1,vsp,9,240726,Sn-0.25-Zn-0.75,pp0
692,vsp9_240726_Sn-0.25-Zn-0.75_pp0_rep2,vsp,9,240726,Sn-0.25-Zn-0.75,pp0
693,vsp9_240726_Sn-0.25-Zn-0.75_pp0_rep3,vsp,9,240726,Sn-0.25-Zn-0.75,pp0
694,vsp9_240726_Sn-0.28-Zn-0.72_pp0_rep1,vsp,9,240726,Sn-0.28-Zn-0.72,pp0
695,vsp9_240726_Sn-0.31-Zn-0.69_pp0_rep1,vsp,9,240726,Sn-0.31-Zn-0.69,pp0
696,vsp9_240726_Sn-0.333-Zn-0.667_pp0_rep1,vsp,9,240726,Sn-0.333-Zn-0.667,pp0
697,vsp9_240726_Sn-0.333-Zn-0.667_pp0_rep2,vsp,9,240726,Sn-0.333-Zn-0.667,pp0
698,vsp9_240726_Sn-0.333-Zn-0.667_pp0_rep3,vsp,9,240726,Sn-0.333-Zn-0.667,pp0
699,vsp9_240726_Sn-0.37-Zn-0.63_pp0_rep1,vsp,9,240726,Sn-0.37-Zn-0.63,pp0
700,vsp9_240726_Sn-0.37-Zn-0.63_pp0_rep2,vsp,9,240726,Sn-0.37-Zn-0.63,pp0
701,vsp9_240726_Sn-0.37-Zn-0.63_pp0_rep3,vsp,9,240726,Sn-0.37-Zn-0.63,pp0
702,vsp9_240726_Sn-0.4-Zn-0.6_pp0_rep1,vsp,9,240726,Sn-0.4-Zn-0.6,pp0
703,vsp9_240726_Sn-0.44-Zn-0.56_pp0_rep1,vsp,9,240726,Sn-0.44-Zn-0.56,pp0
704,vsp9_240726_Sn-0.47-Zn-0.53_pp0_rep1,vsp,9,240726,Sn-0.47-Zn-0.53,pp0
705,vsp9_240726_Sn-0.5-Zn-0.5_pp0_rep1,vsp,9,240726,Sn-0.5-Zn-0.5,pp0
706,vsp9_240726_Sn-0.5-Zn-0.5_pp0_rep2,vsp,9,240726,Sn-0.5-Zn-0.5,pp0
707,vsp9_240726_Sn-0.5-Zn-0.5_pp0_rep3,vsp,9,240726,Sn-0.5-Zn-0.5,pp0
708,vsp9_240726_Sn-0.53-Zn-0.47_pp0_rep1,vsp,9,240726,Sn-0.53-Zn-0.47,pp0
709,vsp9_240726_Sn-0.53-Zn-0.47_pp0_rep2,vsp,9,240726,Sn-0.53-Zn-0.47,pp0
710,vsp9_240726_Sn-0.53-Zn-0.47_pp0_rep3,vsp,9,240726,Sn-0.53-Zn-0.47,pp0
711,vsp9_240726_Sn-0.56-Zn-0.44_pp0_rep1,vsp,9,240726,Sn-0.56-Zn-0.44,pp0
712,vsp9_240726_Sn-1.0_pp0_rep1,vsp,9,240726,Sn-1.0,pp0
713,vsp9_240726_Zn-1.0_pp0_rep1,vsp,9,240726,Zn-1.0,pp0
714,vsp10_240726_Au-0.111-Zn-0.889_pp0_rep1,vsp,10,240726,Au-0.111-Zn-0.889,pp0
715,vsp10_240726_Au-0.125-Zn-0.875_pp0_rep1,vsp,10,240726,Au-0.125-Zn-0.875,pp0
716,vsp10_240726_Au-0.167-Zn-0.833_pp0_rep1,vsp,10,240726,Au-0.167-Zn-0.833,pp0
717,vsp10_240726_Au-0.2-Zn-0.8_pp0_rep1,vsp,10,240726,Au-0.2-Zn-0.8,pp0
718,vsp10_240726_Au-0.25-Zn-0.75_pp0_rep1,vsp,10,240726,Au-0.25-Zn-0.75,pp0
719,vsp10_240726_Au-0.294-Zn-0.706_pp0_rep1,vsp,10,240726,Au-0.294-Zn-0.706,pp0
720,vsp10_240726_Au-0.333-Zn-0.667_pp0_rep1,vsp,10,240726,Au-0.333-Zn-0.667,pp0
721,vsp10_240726_Au-0.375-Zn-0.625_pp0_rep1,vsp,10,240726,Au-0.375-Zn-0.625,pp0
722,vsp10_240726_Au-0.4-Zn-0.6_pp0_rep1,vsp,10,240726,Au-0.4-Zn-0.6,pp0
723,vsp10_240726_Au-0.429-Zn-0.571_pp0_rep1,vsp,10,240726,Au-0.429-Zn-0.571,pp0
724,vsp10_240726_Au-0.5-Zn-0.5_pp0_rep1,vsp,10,240726,Au-0.5-Zn-0.5,pp0
725,vsp10_240726_Au-0.556-Zn-0.444_pp0_rep1,vsp,10,240726,Au-0.556-Zn-0.444,pp0
726,vsp10_240726_Au-0.6-Zn-0.4_pp0_rep1,vsp,10,240726,Au-0.6-Zn-0.4,pp0
727,vsp10_240726_Au-0.625-Zn-0.375_pp0_rep1,vsp,10,240726,Au-0.625-Zn-0.375,pp0
728,vsp10_240726_Au-0.667-Zn-0.333_pp0_rep1,vsp,10,240726,Au-0.667-Zn-0.333,pp0
729,vsp10_240726_Au-0.692-Zn-0.308_pp0_rep1,vsp,10,240726,Au-0.692-Zn-0.308,pp0
730,vsp10_240726_Au-0.7-Zn-0.3_pp0_rep1,vsp,10,240726,Au-0.7-Zn-0.3,pp0
731,vsp10_240726_Au-0.75-Zn-0.25_pp0_rep1,vsp,10,240726,Au-0.75-Zn-0.25,pp0
732,vsp10_240726_Au-0.75-Zn-0.25_pp0_rep2,vsp,10,240726,Au-0.75-Zn-0.25,pp0
733,vsp10_240726_Au-0.75-Zn-0.25_pp0_rep3,vsp,10,240726,Au-0.75-Zn-0.25,pp0
734,vsp10_240726_Au-0.8-Zn-0.2_pp0_rep1,vsp,10,240726,Au-0.8-Zn-0.2,pp0
735,vsp10_240726_Au-0.833-Zn-0.167_pp0_rep1,vsp,10,240726,Au-0.833-Zn-0.167,pp0
736,vsp10_240726_Au-0.889-Zn-0.111_pp0_rep1,vsp,10,240726,Au-0.889-Zn-0.111,pp0
737,vsp10_240726_Zn-1.0_pp0_rep1,vsp,10,240726,Zn-1.0,pp0
738,vsp10_240726_Au-1.0_pp0_rep1,vsp,10,240726,Au-1.0,pp0
739,vsp11_240802_Ag-0.889-Zn-0.111_pp0_rep1,vsp,11,240802,Ag-0.889-Zn-0.111,pp0
740,vsp11_240802_Ag-0.833-Zn-0.167_pp0_rep1,vsp,11,240802,Ag-0.833-Zn-0.167,pp0
741,vsp11_240802_Ag-0.8-Zn-0.2_pp0_rep1,vsp,11,240802,Ag-0.8-Zn-0.2,pp0
742,vsp11_240802_Ag-0.778-Zn-0.222_pp0_rep1,vsp,11,240802,Ag-0.778-Zn-0.222,pp0
743,vsp11_240802_Ag-0.75-Zn-0.25_pp0_rep1,vsp,11,240802,Ag-0.75-Zn-0.25,pp0
744,vsp11_240802_Ag-0.667-Zn-0.333_pp0_rep1,vsp,11,240802,Ag-0.667-Zn-0.333,pp0
745,vsp11_240802_Ag-0.625-Zn-0.375_pp0_rep1,vsp,11,240802,Ag-0.625-Zn-0.375,pp0
746,vsp11_240802_Ag-0.6-Zn-0.4_pp0_rep1,vsp,11,240802,Ag-0.6-Zn-0.4,pp0
747,vsp11_240802_Ag-0.583-Zn-0.417_pp0_rep1,vsp,11,240802,Ag-0.583-Zn-0.417,pp0
748,vsp11_240802_Ag-0.556-Zn-0.444_pp0_rep1,vsp,11,240802,Ag-0.556-Zn-0.444,pp0
749,vsp11_240802_Ag-0.5-Zn-0.5_pp0_rep1,vsp,11,240802,Ag-0.5-Zn-0.5,pp0
750,vsp11_240802_Ag-0.462-Zn-0.538_pp0_rep1,vsp,11,240802,Ag-0.462-Zn-0.538,pp0
751,vsp11_240802_Ag-0.429-Zn-0.571_pp0_rep1,vsp,11,240802,Ag-0.429-Zn-0.571,pp0
752,vsp11_240802_Ag-0.4-Zn-0.6_pp0_rep1,vsp,11,240802,Ag-0.4-Zn-0.6,pp0
753,vsp11_240802_Ag-0.375-Zn-0.625_pp0_rep1,vsp,11,240802,Ag-0.375-Zn-0.625,pp0
754,vsp11_240802_Ag-0.333-Zn-0.667_pp0_rep1,vsp,11,240802,Ag-0.333-Zn-0.667,pp0
755,vsp11_240802_Ag-0.25-Zn-0.75_pp0_rep1,vsp,11,240802,Ag-0.25-Zn-0.75,pp0
756,vsp11_240802_Ag-0.25-Zn-0.75_pp0_rep2,vsp,11,240802,Ag-0.25-Zn-0.75,pp0
757,vsp11_240802_Ag-0.25-Zn-0.75_pp0_rep3,vsp,11,240802,Ag-0.25-Zn-0.75,pp0
758,vsp11_240802_Ag-0.222-Zn-0.778_pp0_rep1,vsp,11,240802,Ag-0.222-Zn-0.778,pp0
759,vsp11_240802_Ag-0.2-Zn-0.8_pp0_rep1,vsp,11,240802,Ag-0.2-Zn-0.8,pp0
760,vsp11_240802_Ag-0.167-Zn-0.833_pp0_rep1,vsp,11,240802,Ag-0.167-Zn-0.833,pp0
761,vsp11_240802_Ag-0.111-Zn-0.889_pp0_rep1,vsp,11,240802,Ag-0.111-Zn-0.889,pp0
762,vsp11_240802_Zn-1.0_pp0_rep1,vsp,11,240802,Zn-1.0,pp0
763,vsp11_240802_Ag-1.0_pp0_rep1,vsp,11,240802,Ag-1.0,pp0
764,vsp12_240816_Ag-0.75-In-0.125-Sn-0.125_pp0_rep1,vsp,12,240816,Ag-0.75-In-0.125-Sn-0.125,pp0
765,vsp12_240816_Ag-0.75-In-0.125-Sn-0.125_pp0_rep2,vsp,12,240816,Ag-0.75-In-0.125-Sn-0.125,pp0
766,vsp12_240816_Ag-0.75-In-0.125-Sn-0.125_pp0_rep3,vsp,12,240816,Ag-0.75-In-0.125-Sn-0.125,pp0
767,vsp12_240816_Ag-0.727-In-0.182-Sn-0.091_pp0_rep1,vsp,12,240816,Ag-0.727-In-0.182-Sn-0.091,pp0
768,vsp12_240816_Ag-0.667-In-0.111-Sn-0.222_pp0_rep1,vsp,12,240816,Ag-0.667-In-0.111-Sn-0.222,pp0
769,vsp12_240816_Ag-0.5-In-0.25-Sn-0.25_pp0_rep1,vsp,12,240816,Ag-0.5-In-0.25-Sn-0.25,pp0
770,vsp12_240816_Ag-0.5-In-0.25-Sn-0.25_pp0_rep2,vsp,12,240816,Ag-0.5-In-0.25-Sn-0.25,pp0
771,vsp12_240816_Ag-0.5-In-0.25-Sn-0.25_pp0_rep3,vsp,12,240816,Ag-0.5-In-0.25-Sn-0.25,pp0
772,vsp12_240816_Ag-0.5-In-0.167-Sn-0.333_pp0_rep1,vsp,12,240816,Ag-0.5-In-0.167-Sn-0.333,pp0
773,vsp12_240816_Ag-0.333-In-0.333-Sn-0.333_pp0_rep1,vsp,12,240816,Ag-0.333-In-0.333-Sn-0.333,pp0
774,vsp12_240816_Ag-0.333-In-0.333-Sn-0.333_pp0_rep2,vsp,12,240816,Ag-0.333-In-0.333-Sn-0.333,pp0
775,vsp12_240816_Ag-0.333-In-0.333-Sn-0.333_pp0_rep3,vsp,12,240816,Ag-0.333-In-0.333-Sn-0.333,pp0
776,vsp12_240816_Ag-0.25-In-0.25-Sn-0.5_pp0_rep1,vsp,12,240816,Ag-0.25-In-0.25-Sn-0.5,pp0
777,vsp12_240816_Ag-0.25-In-0.25-Sn-0.5_pp0_rep2,vsp,12,240816,Ag-0.25-In-0.25-Sn-0.5,pp0
778,vsp12_240816_Ag-0.25-In-0.25-Sn-0.5_pp0_rep3,vsp,12,240816,Ag-0.25-In-0.25-Sn-0.5,pp0
779,vsp12_240816_Ag-0.125-In-0.125-Sn-0.75_pp0_rep1,vsp,12,240816,Ag-0.125-In-0.125-Sn-0.75,pp0
780,vsp12_240816_Ag-0.333-In-0.5-Sn-0.167_pp0_rep1,vsp,12,240816,Ag-0.333-In-0.5-Sn-0.167,pp0
781,vsp12_240816_Ag-0.125-In-0.75-Sn-0.125_pp0_rep1,vsp,12,240816,Ag-0.125-In-0.75-Sn-0.125,pp0
782,vsp12_240816_Ag-0.222-In-0.667-Sn-0.111_pp0_rep1,vsp,12,240816,Ag-0.222-In-0.667-Sn-0.111,pp0
783,vsp12_240816_Ag-0.091-In-0.727-Sn-0.182_pp0_rep1,vsp,12,240816,Ag-0.091-In-0.727-Sn-0.182,pp0
784,vsp12_240816_Ag-0.182-In-0.091-Sn-0.727_pp0_rep1,vsp,12,240816,Ag-0.182-In-0.091-Sn-0.727,pp0
785,vsp12_240816_Ag-0.5-In-0.5_pp0_rep1,vsp,12,240816,Ag-0.5-In-0.5,pp0
786,vsp12_240816_Ag-0.5-In-0.5_pp0_rep2,vsp,12,240816,Ag-0.5-In-0.5,pp0
787,vsp12_240816_Ag-0.5-In-0.5_pp0_rep3,vsp,12,240816,Ag-0.5-In-0.5,pp0
788,vsp12_240816_In-0.5-Sn-0.5_pp0_rep1,vsp,12,240816,In-0.5-Sn-0.5,pp0
789,vsp12_240816_In-0.5-Sn-0.5_pp0_rep2,vsp,12,240816,In-0.5-Sn-0.5,pp0
790,vsp12_240816_In-0.5-Sn-0.5_pp0_rep3,vsp,12,240816,In-0.5-Sn-0.5,pp0
791,vsp12_240816_Ag-0.5-Sn-0.5_pp0_rep1,vsp,12,240816,Ag-0.5-Sn-0.5,pp0
792,vsp12_240816_Ag-0.5-Sn-0.5_pp0_rep2,vsp,12,240816,Ag-0.5-Sn-0.5,pp0
793,vsp12_240816_Ag-0.5-Sn-0.5_pp0_rep3,vsp,12,240816,Ag-0.5-Sn-0.5,pp0
794,vsp12_240816_Sn-1.0_pp0_rep1,vsp,12,240816,Sn-1.0,pp0
795,vsp12_240816_In-1.0_pp0_rep1,vsp,12,240816,In-1.0,pp0
796,vsp12_240816_Ag-1.0_pp0_rep1,vsp,12,240816,Ag-1.0,pp0
797,vsp13_240823_Ag-0.6-Au-0.35-Zn-0.05_pp0_rep1,vsp,13,240823,Ag-0.6-Au-0.35-Zn-0.05,pp0
