,sample id,source,batch number,batch date,target composition,post processing id
798,vsp13_240823_Ag-0.4-Au-0.5-Zn-0.1_pp0_rep1,vsp,13,240823,Ag-0.4-Au-0.5-Zn-0.1,pp0
799,vsp13_240823_Ag-0.444-Au-0.444-Zn-0.111_pp0_rep1,vsp,13,240823,Ag-0.444-Au-0.444-Zn-0.111,pp0
800,vsp13_240823_Ag-0.667-Au-0.222-Zn-0.111_pp0_rep1,vsp,13,240823,Ag-0.667-Au-0.222-Zn-0.111,pp0
801,vsp13_240823_Ag-0.25-Au-0.625-Zn-0.125_pp0_rep1,vsp,13,240823,Ag-0.25-Au-0.625-Zn-0.125,pp0
802,vsp13_240823_Ag-0.375-Au-0.5-Zn-0.125_pp0_rep1,vsp,13,240823,Ag-0.375-Au-0.5-Zn-0.125,pp0
803,vsp13_240823_Ag-0.5-Au-0.375-Zn-0.125_pp0_rep1,vsp,13,240823,Ag-0.5-Au-0.375-Zn-0.125,pp0
804,vsp13_240823_Ag-0.286-Au-0.571-Zn-0.143_pp0_rep1,vsp,13,240823,Ag-0.286-Au-0.571-Zn-0.143,pp0
805,vsp13_240823_Ag-0.571-Au-0.286-Zn-0.143_pp0_rep1,vsp,13,240823,Ag-0.571-Au-0.286-Zn-0.143,pp0
806,vsp13_240823_Ag-0.167-Au-0.667-Zn-0.167_pp0_rep1,vsp,13,240823,Ag-0.167-Au-0.667-Zn-0.167,pp0
807,vsp13_240823_Ag-0.333-Au-0.5-Zn-0.167_pp0_rep1,vsp,13,240823,Ag-0.333-Au-0.5-Zn-0.167,pp0
808,vsp13_240823_Ag-0.5-Au-0.333-Zn-0.167_pp0_rep1,vsp,13,240823,Ag-0.5-Au-0.333-Zn-0.167,pp0
809,vsp13_240823_Ag-0.667-Au-0.167-Zn-0.167_pp0_rep1,vsp,13,240823,Ag-0.667-Au-0.167-Zn-0.167,pp0
810,vsp13_240823_Ag-0.364-Au-0.455-Zn-0.182_pp0_rep1,vsp,13,240823,Ag-0.364-Au-0.455-Zn-0.182,pp0
811,vsp13_240823_Ag-0.636-Au-0.182-Zn-0.182_pp0_rep1,vsp,13,240823,Ag-0.636-Au-0.182-Zn-0.182,pp0
812,vsp13_240823_Ag-0.111-Au-0.667-Zn-0.222_pp0_rep1,vsp,13,240823,Ag-0.111-Au-0.667-Zn-0.222,pp0
813,vsp13_240823_Ag-0.125-Au-0.625-Zn-0.25_pp0_rep1,vsp,13,240823,Ag-0.125-Au-0.625-Zn-0.25,pp0
814,vsp13_240823_Ag-0.25-Au-0.5-Zn-0.25_pp0_rep1,vsp,13,240823,Ag-0.25-Au-0.5-Zn-0.25,pp0
815,vsp13_240823_Ag-0.25-Au-0.5-Zn-0.25_pp0_rep2,vsp,13,240823,Ag-0.25-Au-0.5-Zn-0.25,pp0
816,vsp13_240823_Ag-0.25-Au-0.5-Zn-0.25_pp0_rep3,vsp,13,240823,Ag-0.25-Au-0.5-Zn-0.25,pp0
817,vsp13_240823_Ag-0.5-Au-0.25-Zn-0.25_pp0_rep1,vsp,13,240823,Ag-0.5-Au-0.25-Zn-0.25,pp0
818,vsp13_240823_Ag-0.5-Au-0.25-Zn-0.25_pp0_rep2,vsp,13,240823,Ag-0.5-Au-0.25-Zn-0.25,pp0
819,vsp13_240823_Ag-0.5-Au-0.25-Zn-0.25_pp0_rep3,vsp,13,240823,Ag-0.5-Au-0.25-Zn-0.25,pp0
820,vsp13_240823_Ag-0.625-Au-0.125-Zn-0.25_pp0_rep1,vsp,13,240823,Ag-0.625-Au-0.125-Zn-0.25,pp0
821,vsp13_240823_Ag-0.286-Au-0.429-Zn-0.286_pp0_rep1,vsp,13,240823,Ag-0.286-Au-0.429-Zn-0.286,pp0
822,vsp13_240823_Ag-0.429-Au-0.286-Zn-0.286_pp0_rep1,vsp,13,240823,Ag-0.429-Au-0.286-Zn-0.286,pp0
823,vsp13_240823_Ag-0.333-Au-0.333-Zn-0.333_pp0_rep1,vsp,13,240823,Ag-0.333-Au-0.333-Zn-0.333,pp0
824,vsp13_240823_Ag-0.125-Au-0.5-Zn-0.375_pp0_rep1,vsp,13,240823,Ag-0.125-Au-0.5-Zn-0.375,pp0
825,vsp13_240823_Ag-0.5-Au-0.125-Zn-0.375_pp0_rep1,vsp,13,240823,Ag-0.5-Au-0.125-Zn-0.375,pp0
826,vsp13_240823_Ag-0.538-Au-0.077-Zn-0.385_pp0_rep1,vsp,13,240823,Ag-0.538-Au-0.077-Zn-0.385,pp0
827,vsp13_240823_Ag-0.067-Au-0.533-Zn-0.4_pp0_rep1,vsp,13,240823,Ag-0.067-Au-0.533-Zn-0.4,pp0
828,vsp13_240823_Ag-0.1-Au-0.5-Zn-0.4_pp0_rep1,vsp,13,240823,Ag-0.1-Au-0.5-Zn-0.4,pp0
829,vsp13_240823_Ag-0.2-Au-0.4-Zn-0.4_pp0_rep1,vsp,13,240823,Ag-0.2-Au-0.4-Zn-0.4,pp0
830,vsp13_240823_Ag-0.4-Au-0.2-Zn-0.4_pp0_rep1,vsp,13,240823,Ag-0.4-Au-0.2-Zn-0.4,pp0
831,vsp13_240823_Ag-0.417-Au-0.167-Zn-0.417_pp0_rep1,vsp,13,240823,Ag-0.417-Au-0.167-Zn-0.417,pp0
832,vsp13_240823_Ag-0.5-Au-0.083-Zn-0.417_pp0_rep1,vsp,13,240823,Ag-0.5-Au-0.083-Zn-0.417,pp0
833,vsp13_240823_Ag-0.222-Au-0.333-Zn-0.444_pp0_rep1,vsp,13,240823,Ag-0.222-Au-0.333-Zn-0.444,pp0
834,vsp13_240823_Ag-0.333-Au-0.222-Zn-0.444_pp0_rep1,vsp,13,240823,Ag-0.333-Au-0.222-Zn-0.444,pp0
835,vsp13_240823_Ag-0.444-Au-0.111-Zn-0.444_pp0_rep1,vsp,13,240823,Ag-0.444-Au-0.111-Zn-0.444,pp0
836,vsp13_240823_Ag-0.083-Au-0.417-Zn-0.5_pp0_rep1,vsp,13,240823,Ag-0.083-Au-0.417-Zn-0.5,pp0
837,vsp13_240823_Ag-0.1-Au-0.4-Zn-0.5_pp0_rep1,vsp,13,240823,Ag-0.1-Au-0.4-Zn-0.5,pp0
838,vsp13_240823_Ag-0.25-Au-0.25-Zn-0.5_pp0_rep1,vsp,13,240823,Ag-0.25-Au-0.25-Zn-0.5,pp0
839,vsp13_240823_Ag-0.25-Au-0.25-Zn-0.5_pp0_rep2,vsp,13,240823,Ag-0.25-Au-0.25-Zn-0.5,pp0
840,vsp13_240823_Ag-0.25-Au-0.25-Zn-0.5_pp0_rep3,vsp,13,240823,Ag-0.25-Au-0.25-Zn-0.5,pp0
841,vsp13_240823_Ag-0.333-Au-0.167-Zn-0.5_pp0_rep1,vsp,13,240823,Ag-0.333-Au-0.167-Zn-0.5,pp0
842,vsp13_240823_Ag-0.4-Au-0.1-Zn-0.5_pp0_rep1,vsp,13,240823,Ag-0.4-Au-0.1-Zn-0.5,pp0
843,vsp13_240823_Ag-0.417-Au-0.083-Zn-0.5_pp0_rep1,vsp,13,240823,Ag-0.417-Au-0.083-Zn-0.5,pp0
844,vsp13_240823_Ag-0.2-Au-0.2-Zn-0.6_pp0_rep1,vsp,13,240823,Ag-0.2-Au-0.2-Zn-0.6,pp0
845,vsp13_240823_Ag-0.25-Au-0.125-Zn-0.625_pp0_rep1,vsp,13,240823,Ag-0.25-Au-0.125-Zn-0.625,pp0
846,vsp13_240823_Ag-0.182-Au-0.182-Zn-0.636_pp0_rep1,vsp,13,240823,Ag-0.182-Au-0.182-Zn-0.636,pp0
847,vsp13_240823_Ag-0.111-Au-0.222-Zn-0.667_pp0_rep1,vsp,13,240823,Ag-0.111-Au-0.222-Zn-0.667,pp0
848,vsp13_240823_Ag-0.167-Au-0.167-Zn-0.667_pp0_rep1,vsp,13,240823,Ag-0.167-Au-0.167-Zn-0.667,pp0
849,vsp13_240823_Ag-0.125-Au-0.125-Zn-0.75_pp0_rep1,vsp,13,240823,Ag-0.125-Au-0.125-Zn-0.75,pp0
850,vsp13_240823_Ag-0.125-Au-0.125-Zn-0.75_pp0_rep2,vsp,13,240823,Ag-0.125-Au-0.125-Zn-0.75,pp0
851,vsp13_240823_Ag-0.125-Au-0.125-Zn-0.75_pp0_rep3,vsp,13,240823,Ag-0.125-Au-0.125-Zn-0.75,pp0
852,vsp13_240823_Ag-0.125-Au-0.125-Zn-0.75_pp0_rep4,vsp,13,240823,Ag-0.125-Au-0.125-Zn-0.75,pp0
853,vsp14_240906_Au-0.5-Cu-0.4-Zn-0.1_pp0_rep1,vsp,14,240906,Au-0.5-Cu-0.4-Zn-0.1,pp0
854,vsp14_240906_Au-0.667-Cu-0.222-Zn-0.111_pp0_rep1,vsp,14,240906,Au-0.667-Cu-0.222-Zn-0.111,pp0
855,vsp14_240906_Au-0.125-Cu-0.75-Zn-0.125_pp0_rep1,vsp,14,240906,Au-0.125-Cu-0.75-Zn-0.125,pp0
856,vsp14_240906_Au-0.25-Cu-0.625-Zn-0.125_pp0_rep1,vsp,14,240906,Au-0.25-Cu-0.625-Zn-0.125,pp0
857,vsp14_240906_Au-0.429-Cu-0.429-Zn-0.143_pp0_rep1,vsp,14,240906,Au-0.429-Cu-0.429-Zn-0.143,pp0
858,vsp14_240906_Au-0.571-Cu-0.286-Zn-0.143_pp0_rep1,vsp,14,240906,Au-0.571-Cu-0.286-Zn-0.143,pp0
859,vsp14_240906_Au-0.333-Cu-0.444-Zn-0.222_pp0_rep1,vsp,14,240906,Au-0.333-Cu-0.444-Zn-0.222,pp0
860,vsp14_240906_Au-0.667-Cu-0.111-Zn-0.222_pp0_rep1,vsp,14,240906,Au-0.667-Cu-0.111-Zn-0.222,pp0
861,vsp14_240906_Au-0.5-Cu-0.25-Zn-0.25_pp0_rep1,vsp,14,240906,Au-0.5-Cu-0.25-Zn-0.25,pp0
862,vsp14_240906_Au-0.5-Cu-0.25-Zn-0.25_pp0_rep2,vsp,14,240906,Au-0.5-Cu-0.25-Zn-0.25,pp0
863,vsp14_240906_Au-0.5-Cu-0.25-Zn-0.25_pp0_rep3,vsp,14,240906,Au-0.5-Cu-0.25-Zn-0.25,pp0
864,vsp14_240906_Au-0.25-Cu-0.5-Zn-0.25_pp0_rep1,vsp,14,240906,Au-0.25-Cu-0.5-Zn-0.25,pp0
865,vsp14_240906_Au-0.25-Cu-0.5-Zn-0.25_pp0_rep2,vsp,14,240906,Au-0.25-Cu-0.5-Zn-0.25,pp0
866,vsp14_240906_Au-0.25-Cu-0.5-Zn-0.25_pp0_rep3,vsp,14,240906,Au-0.25-Cu-0.5-Zn-0.25,pp0
867,vsp14_240906_Au-0.375-Cu-0.375-Zn-0.25_pp0_rep1,vsp,14,240906,Au-0.375-Cu-0.375-Zn-0.25,pp0
868,vsp14_240906_Au-0.125-Cu-0.625-Zn-0.25_pp0_rep1,vsp,14,240906,Au-0.125-Cu-0.625-Zn-0.25,pp0
869,vsp14_240906_Au-0.333-Cu-0.333-Zn-0.333_pp0_rep1,vsp,14,240906,Au-0.333-Cu-0.333-Zn-0.333,pp0
870,vsp14_240906_Au-0.364-Cu-0.273-Zn-0.364_pp0_rep1,vsp,14,240906,Au-0.364-Cu-0.273-Zn-0.364,pp0
871,vsp14_240906_Au-0.25-Cu-0.375-Zn-0.375_pp0_rep1,vsp,14,240906,Au-0.25-Cu-0.375-Zn-0.375,pp0
872,vsp14_240906_Au-0.5-Cu-0.125-Zn-0.375_pp0_rep1,vsp,14,240906,Au-0.5-Cu-0.125-Zn-0.375,pp0
873,vsp14_240906_Au-0.2-Cu-0.4-Zn-0.4_pp0_rep1,vsp,14,240906,Au-0.2-Cu-0.4-Zn-0.4,pp0
874,vsp14_240906_Au-0.5-Cu-0.1-Zn-0.4_pp0_rep1,vsp,14,240906,Au-0.5-Cu-0.1-Zn-0.4,pp0
875,vsp14_240906_Au-0.417-Cu-0.167-Zn-0.417_pp0_rep1,vsp,14,240906,Au-0.417-Cu-0.167-Zn-0.417,pp0
876,vsp14_240906_Au-0.167-Cu-0.417-Zn-0.417_pp0_rep1,vsp,14,240906,Au-0.167-Cu-0.417-Zn-0.417,pp0
877,vsp14_240906_Au-0.444-Cu-0.111-Zn-0.444_pp0_rep1,vsp,14,240906,Au-0.444-Cu-0.111-Zn-0.444,pp0
878,vsp14_240906_Au-0.222-Cu-0.333-Zn-0.444_pp0_rep1,vsp,14,240906,Au-0.222-Cu-0.333-Zn-0.444,pp0
879,vsp14_240906_Au-0.111-Cu-0.444-Zn-0.444_pp0_rep1,vsp,14,240906,Au-0.111-Cu-0.444-Zn-0.444,pp0
880,vsp14_240906_Au-0.25-Cu-0.25-Zn-0.5_pp0_rep1,vsp,14,240906,Au-0.25-Cu-0.25-Zn-0.5,pp0
881,vsp14_240906_Au-0.25-Cu-0.25-Zn-0.5_pp0_rep2,vsp,14,240906,Au-0.25-Cu-0.25-Zn-0.5,pp0
882,vsp14_240906_Au-0.25-Cu-0.25-Zn-0.5_pp0_rep3,vsp,14,240906,Au-0.25-Cu-0.25-Zn-0.5,pp0
883,vsp14_240906_Au-0.4-Cu-0.1-Zn-0.5_pp0_rep1,vsp,14,240906,Au-0.4-Cu-0.1-Zn-0.5,pp0
884,vsp15_240809_Au-0.75-In-0.125-Pd-0.125_pp0_rep1,vsp,15,240809,Au-0.75-In-0.125-Pd-0.125,pp0
885,vsp15_240809_Au-0.75-In-0.125-Pd-0.125_pp0_rep2,vsp,15,240809,Au-0.75-In-0.125-Pd-0.125,pp0
886,vsp15_240809_Au-0.75-In-0.125-Pd-0.125_pp0_rep3,vsp,15,240809,Au-0.75-In-0.125-Pd-0.125,pp0
887,vsp15_240809_Au-0.667-In-0.222-Pd-0.111_pp0_rep1,vsp,15,240809,Au-0.667-In-0.222-Pd-0.111,pp0
888,vsp15_240809_Au-0.625-In-0.125-Pd-0.25_pp0_rep1,vsp,15,240809,Au-0.625-In-0.125-Pd-0.25,pp0
889,vsp15_240809_Au-0.5-In-0.083-Pd-0.417_pp0_rep1,vsp,15,240809,Au-0.5-In-0.083-Pd-0.417,pp0
890,vsp15_240809_Au-0.5-In-0.25-Pd-0.25_pp0_rep1,vsp,15,240809,Au-0.5-In-0.25-Pd-0.25,pp0
891,vsp15_240809_Au-0.5-In-0.25-Pd-0.25_pp0_rep2,vsp,15,240809,Au-0.5-In-0.25-Pd-0.25,pp0
892,vsp15_240809_Au-0.5-In-0.25-Pd-0.25_pp0_rep3,vsp,15,240809,Au-0.5-In-0.25-Pd-0.25,pp0
893,vsp15_240809_Au-0.444-In-0.111-Pd-0.444_pp0_rep1,vsp,15,240809,Au-0.444-In-0.111-Pd-0.444,pp0
894,vsp15_240809_Au-0.429-In-0.286-Pd-0.286_pp0_rep1,vsp,15,240809,Au-0.429-In-0.286-Pd-0.286,pp0
895,vsp15_240809_Au-0.417-In-0.167-Pd-0.417_pp0_rep1,vsp,15,240809,Au-0.417-In-0.167-Pd-0.417,pp0
896,vsp15_240809_Au-0.375-In-0.25-Pd-0.375_pp0_rep1,vsp,15,240809,Au-0.375-In-0.25-Pd-0.375,pp0
897,vsp15_240809_Au-0.375-In-0.25-Pd-0.375_pp0_rep2,vsp,15,240809,Au-0.375-In-0.25-Pd-0.375,pp0
898,vsp15_240809_Au-0.375-In-0.25-Pd-0.375_pp0_rep3,vsp,15,240809,Au-0.375-In-0.25-Pd-0.375,pp0
899,vsp15_240809_Au-0.375-In-0.375-Pd-0.25_pp0_rep1,vsp,15,240809,Au-0.375-In-0.375-Pd-0.25,pp0
900,vsp15_240809_Au-0.333-In-0.333-Pd-0.333_pp0_rep1,vsp,15,240809,Au-0.333-In-0.333-Pd-0.333,pp0
901,vsp15_240809_Au-0.333-In-0.333-Pd-0.333_pp0_rep2,vsp,15,240809,Au-0.333-In-0.333-Pd-0.333,pp0
902,vsp15_240809_Au-0.333-In-0.333-Pd-0.333_pp0_rep3,vsp,15,240809,Au-0.333-In-0.333-Pd-0.333,pp0
903,vsp15_240809_Au-0.273-In-0.364-Pd-0.364_pp0_rep1,vsp,15,240809,Au-0.273-In-0.364-Pd-0.364,pp0
904,vsp15_240809_Au-0.25-In-0.25-Pd-0.5_pp0_rep1,vsp,15,240809,Au-0.25-In-0.25-Pd-0.5,pp0
905,vsp15_240809_Au-0.25-In-0.25-Pd-0.5_pp0_rep2,vsp,15,240809,Au-0.25-In-0.25-Pd-0.5,pp0
906,vsp15_240809_Au-0.25-In-0.25-Pd-0.5_pp0_rep3,vsp,15,240809,Au-0.25-In-0.25-Pd-0.5,pp0
907,vsp15_240809_Au-0.2-In-0.4-Pd-0.4_pp0_rep1,vsp,15,240809,Au-0.2-In-0.4-Pd-0.4,pp0
908,vsp15_240809_Au-0.167-In-0.167-Pd-0.667_pp0_rep1,vsp,15,240809,Au-0.167-In-0.167-Pd-0.667,pp0
909,vsp15_240809_Au-0.167-In-0.167-Pd-0.667_pp0_rep2,vsp,15,240809,Au-0.167-In-0.167-Pd-0.667,pp0
910,vsp15_240809_Au-0.167-In-0.167-Pd-0.667_pp0_rep3,vsp,15,240809,Au-0.167-In-0.167-Pd-0.667,pp0
911,vsp15_240809_Au-0.143-In-0.571-Pd-0.286_pp0_rep1,vsp,15,240809,Au-0.143-In-0.571-Pd-0.286,pp0
912,vsp15_240809_Au-0.125-In-0.25-Pd-0.625_pp0_rep1,vsp,15,240809,Au-0.125-In-0.25-Pd-0.625,pp0
913,vsp15_240809_Au-0.125-In-0.25-Pd-0.625_pp0_rep2,vsp,15,240809,Au-0.125-In-0.25-Pd-0.625,pp0
914,vsp15_240809_Au-0.125-In-0.25-Pd-0.625_pp0_rep3,vsp,15,240809,Au-0.125-In-0.25-Pd-0.625,pp0
915,vsp15_240809_Au-0.111-In-0.333-Pd-0.556_pp0_rep1,vsp,15,240809,Au-0.111-In-0.333-Pd-0.556,pp0
916,vsp15_240809_Au-0.1-In-0.4-Pd-0.5_pp0_rep1,vsp,15,240809,Au-0.1-In-0.4-Pd-0.5,pp0
917,vsp15_240809_Au-0.091-In-0.182-Pd-0.727_pp0_rep1,vsp,15,240809,Au-0.091-In-0.182-Pd-0.727,pp0
918,vsp23_241025_Ag-0.143-Ga-0.857_pp0_rep1,vsp,23,241025,Ag-0.143-Ga-0.857,pp0
919,vsp23_241025_Ag-0.143-Ga-0.857_pp0_rep2,vsp,23,241025,Ag-0.143-Ga-0.857,pp0
920,vsp23_241025_Ag-0.143-Ga-0.857_pp0_rep3,vsp,23,241025,Ag-0.143-Ga-0.857,pp0
921,vsp23_241025_Ag-0.167-Ga-0.833_pp0_rep1,vsp,23,241025,Ag-0.167-Ga-0.833,pp0
922,vsp23_241025_Ag-0.2-Ga-0.8_pp0_rep1,vsp,23,241025,Ag-0.2-Ga-0.8,pp0
923,vsp23_241025_Ag-0.25-Ga-0.75_pp0_rep1,vsp,23,241025,Ag-0.25-Ga-0.75,pp0
924,vsp23_241025_Ag-0.25-Ga-0.75_pp0_rep2,vsp,23,241025,Ag-0.25-Ga-0.75,pp0
925,vsp23_241025_Ag-0.25-Ga-0.75_pp0_rep3,vsp,23,241025,Ag-0.25-Ga-0.75,pp0
926,vsp23_241025_Ag-0.3-Ga-0.7_pp0_rep1,vsp,23,241025,Ag-0.3-Ga-0.7,pp0
927,vsp23_241025_Ag-0.333-Ga-0.667_pp0_rep1,vsp,23,241025,Ag-0.333-Ga-0.667,pp0
928,vsp23_241025_Ag-0.5-Ga-0.5_pp0_rep1,vsp,23,241025,Ag-0.5-Ga-0.5,pp0
929,vsp23_241025_Ag-0.5-Ga-0.5_pp0_rep2,vsp,23,241025,Ag-0.5-Ga-0.5,pp0
930,vsp23_241025_Ag-0.5-Ga-0.5_pp0_rep3,vsp,23,241025,Ag-0.5-Ga-0.5,pp0
931,vsp23_241025_Ag-0.556-Ga-0.444_pp0_rep1,vsp,23,241025,Ag-0.556-Ga-0.444,pp0
932,vsp23_241025_Ag-0.583-Ga-0.417_pp0_rep1,vsp,23,241025,Ag-0.583-Ga-0.417,pp0
933,vsp23_241025_Ag-0.625-Ga-0.375_pp0_rep1,vsp,23,241025,Ag-0.625-Ga-0.375,pp0
934,vsp23_241025_Ag-0.667-Ga-0.333_pp0_rep1,vsp,23,241025,Ag-0.667-Ga-0.333,pp0
935,vsp23_241025_Ag-0.7-Ga-0.3_pp0_rep1,vsp,23,241025,Ag-0.7-Ga-0.3,pp0
936,vsp23_241025_Ag-0.714-Ga-0.286_pp0_rep1,vsp,23,241025,Ag-0.714-Ga-0.286,pp0
937,vsp23_241025_Ag-0.722-Ga-0.278_pp0_rep1,vsp,23,241025,Ag-0.722-Ga-0.278,pp0
938,vsp23_241025_Ag-0.75-Ga-0.25_pp0_rep1,vsp,23,241025,Ag-0.75-Ga-0.25,pp0
939,vsp23_241025_Ag-0.75-Ga-0.25_pp0_rep2,vsp,23,241025,Ag-0.75-Ga-0.25,pp0
940,vsp23_241025_Ag-0.75-Ga-0.25_pp0_rep3,vsp,23,241025,Ag-0.75-Ga-0.25,pp0
941,vsp23_241025_Ag-0.8-Ga-0.2_pp0_rep1,vsp,23,241025,Ag-0.8-Ga-0.2,pp0
942,vsp23_241025_Ag-0.833-Ga-0.167_pp0_rep1,vsp,23,241025,Ag-0.833-Ga-0.167,pp0
943,vsp23_241025_Ag-0.875-Ga-0.125_pp0_rep1,vsp,23,241025,Ag-0.875-Ga-0.125,pp0
944,vsp23_241025_Ag-0.875-Ga-0.125_pp0_rep2,vsp,23,241025,Ag-0.875-Ga-0.125,pp0
945,vsp23_241025_Ag-0.875-Ga-0.125_pp0_rep3,vsp,23,241025,Ag-0.875-Ga-0.125,pp0
946,vsp23_241025_Ag-0.889-Ga-0.111_pp0_rep1,vsp,23,241025,Ag-0.889-Ga-0.111,pp0
947,vsp23_241025_Ag-0.667-Ga-0.333_pp0_rep2,vsp,23,241025,Ag-0.667-Ga-0.333,pp0
948,vsp23_241025_Ag-0.667-Ga-0.333_pp0_rep3,vsp,23,241025,Ag-0.667-Ga-0.333,pp0
949,vsp23_241025_Ag-0.667-Ga-0.333_pp0_rep4,vsp,23,241025,Ag-0.667-Ga-0.333,pp0
950,vsp23_241025_Ag-0.722-Ga-0.278_pp0_rep2,vsp,23,241025,Ag-0.722-Ga-0.278,pp0
951,vsp23_241025_Ag-0.722-Ga-0.278_pp0_rep3,vsp,23,241025,Ag-0.722-Ga-0.278,pp0
952,vsp23_241025_Ag-0.722-Ga-0.278_pp0_rep4,vsp,23,241025,Ag-0.722-Ga-0.278,pp0
953,vsp26_241004_Au-0.333-Ga-0.667_pp0_rep1,vsp,26,241004,Au-0.333-Ga-0.667,pp0
954,vsp26_241004_Au-0.333-Ga-0.667_pp0_rep2,vsp,26,241004,Au-0.333-Ga-0.667,pp0
955,vsp26_241004_Au-0.333-Ga-0.667_pp0_rep3,vsp,26,241004,Au-0.333-Ga-0.667,pp0
956,vsp26_241004_Au-0.5-Ga-0.5_pp0_rep1,vsp,26,241004,Au-0.5-Ga-0.5,pp0
957,vsp26_241004_Au-0.5-Ga-0.5_pp0_rep2,vsp,26,241004,Au-0.5-Ga-0.5,pp0
958,vsp26_241004_Au-0.5-Ga-0.5_pp0_rep3,vsp,26,241004,Au-0.5-Ga-0.5,pp0
959,vsp26_241004_Au-0.571-Ga-0.429_pp0_rep1,vsp,26,241004,Au-0.571-Ga-0.429,pp0
960,vsp26_241004_Au-0.6-Ga-0.4_pp0_rep1,vsp,26,241004,Au-0.6-Ga-0.4,pp0
961,vsp26_241004_Au-0.6-Ga-0.4_pp0_rep2,vsp,26,241004,Au-0.6-Ga-0.4,pp0
962,vsp26_241004_Au-0.6-Ga-0.4_pp0_rep3,vsp,26,241004,Au-0.6-Ga-0.4,pp0
963,vsp26_241004_Au-0.667-Ga-0.333_pp0_rep1,vsp,26,241004,Au-0.667-Ga-0.333,pp0
964,vsp26_241004_Au-0.667-Ga-0.333_pp0_rep2,vsp,26,241004,Au-0.667-Ga-0.333,pp0
965,vsp26_241004_Au-0.667-Ga-0.333_pp0_rep3,vsp,26,241004,Au-0.667-Ga-0.333,pp0
966,vsp26_241004_Au-0.75-Ga-0.25_pp0_rep1,vsp,26,241004,Au-0.75-Ga-0.25,pp0
967,vsp26_241004_Au-0.75-Ga-0.25_pp0_rep2,vsp,26,241004,Au-0.75-Ga-0.25,pp0
968,vsp26_241004_Au-0.75-Ga-0.25_pp0_rep3,vsp,26,241004,Au-0.75-Ga-0.25,pp0
969,vsp26_241004_Au-0.778-Ga-0.222_pp0_rep1,vsp,26,241004,Au-0.778-Ga-0.222,pp0
970,vsp26_241004_Au-0.778-Ga-0.222_pp0_rep2,vsp,26,241004,Au-0.778-Ga-0.222,pp0
971,vsp26_241004_Au-0.778-Ga-0.222_pp0_rep3,vsp,26,241004,Au-0.778-Ga-0.222,pp0
972,vsp26_241004_Au-0.8-Ga-0.2_pp0_rep1,vsp,26,241004,Au-0.8-Ga-0.2,pp0
973,vsp26_241004_Au-0.833-Ga-0.167_pp0_rep1,vsp,26,241004,Au-0.833-Ga-0.167,pp0
974,vsp26_241004_Au-0.875-Ga-0.125_pp0_rep1,vsp,26,241004,Au-0.875-Ga-0.125,pp0
975,vsp26_241004_Au-0.889-Ga-0.111_pp0_rep1,vsp,26,241004,Au-0.889-Ga-0.111,pp0
976,vsp26_241004_Au-0.889-Ga-0.111_pp0_rep2,vsp,26,241004,Au-0.889-Ga-0.111,pp0
977,vsp26_241004_Au-0.889-Ga-0.111_pp0_rep3,vsp,26,241004,Au-0.889-Ga-0.111,pp0
