,sample id,source,batch number,batch date,composition,voltage,post processing id,rep,reaction,xrf comp,bulk_id,computational_comp_nearest_xrf,sid,Unnamed: 0,total reps,current density,fe_h2,fe_co,fe_ch4,fe_c2h4,fe_gas_total,fe_liquid,rwp,q_score,matched,voltage_she,C_mean_energy,C_wulff_energy,C_boltz_energy,CO_mean_energy,CO_wulff_energy,CO_boltz_energy,CHO_mean_energy,CHO_wulff_energy,CHO_boltz_energy,COCOH_mean_energy,COCOH_wulff_energy,COCOH_boltz_energy,H_mean_energy,H_wulff_energy,H_boltz_energy,OH_mean_energy,OH_wulff_energy,OH_boltz_energy,elements,loco_cv,loo_cv
0,uoft7_240716_Ag-0.1-Au-0.5-Pd-0.4_pp0_rep1,uoft,7.0,240716.0,Ag-0.1-Au-0.5-Pd-0.4,2.667648215,pp0,1,HER,Ag-0.238-Au-0.367-Pd-0.394,mp-1229031,Ag-0.25-Au-0.375-Pd-0.375,uoft7_240716_Ag-0.1-Au-0.5-Pd-0.4_pp0,1031.0,,50.0,,,,,,,32.0,100.0,True,-1.27756686796114,-1.441553013049641,-1.3011442700000089,-1.6168566633254426,-1.7893735343971682,-1.673854829999982,-1.8825159312901711,-1.0984305495744677,-1.055497769999988,-2.2711688306893727,-1.3705214020567382,-0.96270844,-2.904106820000038,-0.4581712429077994,-0.4381656699999894,-0.49406174164879724,0.3436518581560297,0.4458009499999775,0.1488127312138277,AgAuPd,0,0
1,vsp23_241025_Ag-0.2-Ga-0.8_pp0_rep1,vsp,23.0,241025.0,Ag-0.2-Ga-0.8,3.0249224958677687,pp0,1,HER,Ag-0.236-Ga-0.764,mp-1184226,Ag-0.25-Ga-0.75,vsp23_241025_Ag-0.2-Ga-0.8_pp0,2075.0,,50.0,,,,,,,33.8,74.08,True,-1.5527646250244942,0.7120090122500009,0.20455989311123451,0.20455989311123451,-0.104400520000004,0.1758878527443866,0.1758878527443866,0.03058760324999879,0.19944770569485618,0.19944770569485618,0.10614155225000377,0.15123627770433873,0.15123627770433873,0.31829680425000256,0.15160651074928636,0.15160651074928636,-0.10556885550000208,0.18522160410457206,0.18522160410457206,AgGa,1,1
2,vsp23_241025_Ag-0.25-Ga-0.75_pp0_rep1,vsp,23.0,241025.0,Ag-0.25-Ga-0.75,2.984710495867769,pp0,1,HER,Ag-0.327-Ga-0.673,dcgat-agm003291171,Ag-0.333-Ga-0.667,vsp23_241025_Ag-0.25-Ga-0.75_pp0,2082.5,,50.0,,,,,,,32.95,76.555,True,-1.5217905168962704,0.8120143784848436,0.24073966522475487,0.24073966522475487,-0.06587569242424421,0.22094944206223996,0.22094944206223996,0.09139453727273103,0.20425876020772193,0.20425876020772193,0.15312756151514817,0.1817715626341421,0.1817715626341421,0.3955672284848426,0.19350763428734633,0.19350763428734633,-0.013602567575751633,0.19788623960999413,0.19788623960999413,AgGa,1,2
3,vsp11_240802_Ag-0.167-Zn-0.833_pp0_rep1,vsp,11.0,240802.0,Ag-0.167-Zn-0.833,3.112236512396694,pp0,1,HER,Ag-0.307-Zn-0.693,oqmd-758527,Ag-0.333-Zn-0.667,vsp11_240802_Ag-0.167-Zn-0.833_pp0,1596.0,,50.0,,,,,,,39.4,97.04,True,-1.62002001617829,0.7771456890123453,0.9961646859590515,-0.1118457120900805,-0.12360191098765552,0.16778406023182918,-0.49941656834820564,-0.0798685372839539,0.2225083291591186,-0.6787686206265588,-0.13277594111110586,0.16062651148426144,-0.6521134316904162,0.17575441814815093,0.3558806997293946,-0.25095923662555414,-0.24630173765432245,-0.16985387753244624,-0.7196508215714391,AgZn,2,3
4,vsp11_240802_Ag-0.375-Zn-0.625_pp0_rep1,vsp,11.0,240802.0,Ag-0.375-Zn-0.625,3.1135740661157025,pp0,1,HER,Ag-0.413-Zn-0.587,dcgat-agm003290582,Ag-0.4-Zn-0.6,vsp11_240802_Ag-0.375-Zn-0.625_pp0,1629.0,,50.0,,,,,,,34.7,100.0,True,-1.6210502940436005,0.8997726696296274,0.6961815800000011,0.09776770056363232,-0.1977695844444485,-0.1867979200000178,-0.6683370131114706,-0.06564953000000304,-0.287745440000009,-0.568326085956838,-0.15840085814814342,-0.2698231899999967,-0.6222521877709863,0.1713727170370397,0.1727384900000004,-0.33212897239971595,-0.219562165185188,-0.4528270300000088,-0.7856984447188478,AgZn,2,4
5,vsp11_240802_Ag-0.429-Zn-0.571_pp0_rep1,vsp,11.0,240802.0,Ag-0.429-Zn-0.571,3.2588824628099173,pp0,1,HER,Ag-0.478-Zn-0.522,dcgat-agm003193172,Ag-0.462-Zn-0.538,vsp11_240802_Ag-0.429-Zn-0.571_pp0,1643.0,,50.0,,,,,,,31.4,100.0,True,-1.7329770321104814,0.8666751521428603,0.7863685300000043,0.6607230167596341,-0.16203567857142884,-0.0705659599999961,-0.20581150826511163,0.11025775071428155,-0.1812402399999939,-0.17307888264007562,-0.1957287807142762,-0.114912299999986,-0.31243712018281805,0.19350702714286225,0.3470677000000108,0.029203873472902334,-0.30049703357143287,-0.2560386100000045,-0.3723182501811929,AgZn,2,5
6,vsp13_240823_Ag-0.636-Au-0.182-Zn-0.182_pp0_rep1,vsp,13.0,240823.0,Ag-0.636-Au-0.182-Zn-0.182,3.044843404958677,pp0,1,HER,Ag-0.552-Au-0.237-Zn-0.211,dcgat-agm003166480,Ag-0.5-Au-0.25-Zn-0.25,vsp13_240823_Ag-0.636-Au-0.182-Zn-0.182_pp0,1842.0,,50.0,,,,,,,35.7,81.87,True,-1.5681091090639425,1.4613997496153748,0.18634187826479315,1.100627310058903,-0.3048728796153898,0.09575936121379457,-0.4490278463404398,0.06702160692307703,0.6325171527680741,-0.2773627291251217,-0.16180042923077195,0.13089188481119465,-0.2557002327326373,0.1494333526922964,0.07955137738109029,0.08770271800567786,-0.18770535384613835,0.19504523484235972,-0.3671694366267512,AgAuZn,3,6
7,uoft4_240405_Ag-0.5-Pd-0.5_pp0_rep1,uoft,4.0,240405.0,Ag-0.5-Pd-0.5,2.315954339,pp0,1,HER,Ag-0.515-Pd-0.485,dcgat-agm001417020,Ag-0.5-Pd-0.5,uoft4_240405_Ag-0.5-Pd-0.5_pp0,163.0,,50.0,,,,,,,30.5,72.98,True,-1.0066675308662911,-0.6603889161654183,-0.31727480194611585,-1.4562484455608116,-1.6282461261654149,-1.5233214228627097,-1.8040323028536482,-0.925367216315787,-0.7083634745739957,-1.096197346328885,-0.9385334952631569,-0.7332584635528945,-1.4235581802842292,-0.39991368390978005,-0.3869090473798795,-0.5069940280235377,0.4858560501503795,0.7491351595966049,0.174854037281256,AgPd,4,7
8,vsp11_240802_Ag-0.5-Zn-0.5_pp0_rep1,vsp,11.0,240802.0,Ag-0.5-Zn-0.5,3.18226120661157,pp0,1,HER,Ag-0.575-Zn-0.425,dcgat-agm003292345,Ag-0.571-Zn-0.429,vsp11_240802_Ag-0.5-Zn-0.5_pp0,1651.0,,50.0,,,,,,,26.9,100.0,True,-1.673957956351804,0.983757240500001,1.2472752679879435,0.6054666149865947,-0.19274769800000296,-0.15357308195032615,-0.23279559214765175,-0.15000610350000443,0.04777282621019531,-0.31831195101576804,-0.188789120499996,0.04348651411670446,-0.4795818675305901,0.13426380400000215,0.2518917480568181,-0.23298177058976197,-0.23720278400000225,-0.04857094455143101,-0.3894747211831298,AgZn,2,8
9,vsp11_240802_Ag-0.6-Zn-0.4_pp0_rep1,vsp,11.0,240802.0,Ag-0.6-Zn-0.4,3.0831820330578505,pp0,1,HER,Ag-0.746-Zn-0.254,mp-864794,Ag-0.75-Zn-0.25,vsp11_240802_Ag-0.6-Zn-0.4_pp0,1661.0,,50.0,,,,,,,38.0,96.08,True,-1.5976402145108626,1.8872577172727254,2.1062620799999934,1.4568517556137466,-0.05436216545454768,0.2197595899999953,-0.15985350763087858,0.28766819727272136,0.579642800000002,0.041612473575482985,0.19064204818182098,0.6742368900000031,-0.1089239905453978,0.37346365181818314,0.3238882800000056,0.32253527693801004,0.15607330818181386,0.2630019199999935,-0.10657959415835985,AgZn,2,9
10,vsp11_240802_Ag-0.667-Zn-0.333_pp0_rep1,vsp,11.0,240802.0,Ag-0.667-Zn-0.333,3.1614245454545453,pp0,1,HER,Ag-0.829-Zn-0.171,dcgat-agm003194924,Ag-0.833-Zn-0.167,vsp11_240802_Ag-0.667-Zn-0.333_pp0,1665.0,,50.0,,,,,,,34.65,100.0,True,-1.6579080957204293,1.8512876404347802,1.756918723737469,1.5257143112581306,-0.16536904304347982,0.005049573459933395,-0.25053361915939726,0.12813227347825834,0.31716370095639196,-0.013007413568587747,0.0378887478260922,0.4167820978127696,-0.11417480634904975,0.27865142130434856,0.23367377735782305,0.21926833549825478,0.0795522534782592,0.18219857145702129,-0.08652093284610751,AgZn,2,10
11,vsp23_241025_Ag-0.75-Ga-0.25_pp0_rep2,vsp,23.0,241025.0,Ag-0.75-Ga-0.25,3.0346858925619835,pp0,2,HER,Ag-0.855-Ga-0.145,dcgat-agm003299722,Ag-0.875-Ga-0.125,vsp23_241025_Ag-0.75-Ga-0.25_pp0,2143.0,,50.0,,,,,,,36.4,92.77,True,-1.5602850792397867,1.6895550018181689,0.21612835070298317,0.21612835070298317,-0.133946784545463,0.07317033874469174,0.07317033874469174,0.16626792181817895,0.19892790987671802,0.19892790987671802,0.14309809545454497,0.1994559975039896,0.1994559975039896,0.328805205454538,0.06970860046115716,0.06970860046115716,0.18710307181818694,0.2794166314609981,0.2794166314609981,AgGa,1,11
12,uoft4_240405_Ag-0.889-Hg-0.111_pp0_rep1,uoft,4.0,240405.0,Ag-0.889-Hg-0.111,3.021599645,pp0,1,HER,Ag-0.984-Hg-0.016,mp-2646971,Ag-0.889-Hg-0.111,uoft4_240405_Ag-0.889-Hg-0.111_pp0,293.0,,50.0,,,,,,,37.9,100.0,True,-1.5502051317868477,2.2611884483333404,2.2627905015850116,1.9997731633630196,-0.1406098133333368,-0.07540925008942367,-0.21203375387047668,0.3251147366666676,0.39639562467005324,0.26498591756259343,0.2838538016666732,0.37937104190937176,0.1962020385438604,0.34027966666667453,0.32930463577064684,0.2746415250796489,0.5250122583333313,0.5599386648441849,0.39319385696725484,AgHg,5,12
13,vsp10_240726_Au-0.294-Zn-0.706_pp0_rep1,vsp,10.0,240726.0,Au-0.294-Zn-0.706,2.971378719008265,pp0,1,HER,Au-0.226-Zn-0.774,oqmd-311946,Au-0.25-Zn-0.75,vsp10_240726_Au-0.294-Zn-0.706_pp0,1493.0,,50.0,,,,,,,38.5,79.375,True,-1.5115214455248487,0.9175981800000017,1.2002699270730517,0.027385602658374832,-0.5198611090000057,-0.11987632662827635,-0.9621692746898338,-0.3958768240000012,-0.024184045991673734,-1.0756269220428445,-0.42463338399999484,-0.09149940208156164,-1.0472763754994796,-0.17488592399999592,0.22166501249802414,-0.8760451593802715,-0.5022221340000016,-0.18080238789739184,-1.1082070817405258,AuZn,6,13
14,vsp3_240718_Au-0.333-Cu-0.667_pp0_rep3,vsp,3.0,240718.0,Au-0.333-Cu-0.667,2.5771600206611565,pp0,3,HER,Au-0.448-Cu-0.552,dcgat-agm003187403,Au-0.429-Cu-0.571,vsp3_240718_Au-0.333-Cu-0.667_pp0,2295.0,,50.0,,,,,,,25.9,93.71000000000001,True,-1.2078665020062247,1.0829100615217349,1.219258667159847,0.6549377085954602,-0.7255759528260854,-0.4786379480126263,-0.9196448282291348,-0.21753226652173682,0.022324972024665646,-0.4751937631926011,-0.2215922193478239,0.18841156380451882,-0.5852710283730282,0.05653264499999441,0.10176065110936755,-0.04484739995475179,0.11847083043478357,0.38930942957639864,-0.30162958398416845,AuCu,7,14
15,vsp3_240718_Au-0.429-Cu-0.571_pp0_rep1,vsp,3.0,240718.0,Au-0.429-Cu-0.571,2.648629,pp0,1,HER,Au-0.57-Cu-0.43,dcgat-agm003194949,Au-0.571-Cu-0.429,vsp3_240718_Au-0.429-Cu-0.571_pp0,2305.0,,50.0,,,,,,,26.9,75.58,True,-1.2629169320732476,1.2112076814655093,1.2577498192393362,0.728329825489863,-0.7020919731465571,-0.5205321453175495,-0.8960571703215482,-0.230341869267239,-0.00036663414623723,-0.4015723457923599,-0.16963428637931355,-0.12966790296118216,-0.5107866110953911,0.0753969624137856,0.13509624687291888,-0.22195315209615749,0.2332353854310406,0.32073902042824376,-0.332645212971556,AuCu,7,15
16,vsp26_241004_Au-0.778-Ga-0.222_pp0_rep2,vsp,26.0,241004.0,Au-0.778-Ga-0.222,3.012869454545455,pp0,2,HER,Au-0.589-Ga-0.411,dcgat-agm003299733,Au-0.6-Ga-0.4,vsp26_241004_Au-0.778-Ga-0.222_pp0,2206.0,,50.0,,,,,,,34.5,70.47,True,-1.5434805256215474,1.2963021624999875,0.19713983504317723,0.19713983504317723,-0.3538467375000032,0.15823609091252952,0.15823609091252952,-0.1755036725000032,0.12908996869632375,0.12908996869632375,0.033170958750005766,0.14351863006769305,0.14351863006769305,0.15198232750000248,0.06843365188285412,0.06843365188285412,0.18534356000001037,0.2802588543731391,0.2802588543731391,AuGa,8,16
17,uoft4_240405_Au-0.5-Pd-0.5_pp0_rep1,uoft,4.0,240405.0,Au-0.5-Pd-0.5,2.598165893,pp0,1,HER,Au-0.642-Pd-0.358,oqmd-1340599,Au-0.625-Pd-0.375,uoft4_240405_Au-0.5-Pd-0.5_pp0,419.0,,50.0,,,,,,,26.9,70.12,True,-1.2240467009804368,-0.3119628939215769,0.059331163446478666,-1.279628696788054,-1.4362234337255102,-1.3703389792143255,-1.7470945473130846,-0.8399882017647051,-0.6413870923104474,-1.0953303896941478,-0.7236088809804001,-0.6088149072188112,-1.7239922476549834,-0.3098213341176686,-0.3653737641519341,-0.4822460948896728,0.7250369103921779,0.9921160569919273,0.4611562338732235,AuPd,9,17
18,vsp3_240718_Au-0.556-Cu-0.444_pp0_rep1,vsp,3.0,240718.0,Au-0.556-Cu-0.444,2.741051493112948,pp0,1,HER,Au-0.653-Cu-0.347,mp-1184018,Au-0.667-Cu-0.333,vsp3_240718_Au-0.556-Cu-0.444_pp0,2352.0,,50.0,,,,,,,29.75,96.74166666666667,True,-1.3341072308686432,1.422922332586207,1.5148747887625293,1.0209226625953132,-0.6356632003448295,-0.42049287791743445,-0.8379967715159269,-0.2177439468965572,0.06458566973036226,-0.4183285609304418,-0.039078156724132444,0.3594948873087295,-0.3021112856030476,0.12469958017241305,0.22352150941322269,0.0752384456681325,0.5428418149999998,0.781223073250216,0.24638591447832617,AuCu,7,18
19,uoft7_240716_Au-0.667-Pd-0.333_pp0_rep1,uoft,8.0,240870.5,Au-0.667-Pd-0.333,2.702147301520661,pp0,1,HER,Au-0.659-Pd-0.341,dcgat-agm003290367,Au-0.667-Pd-0.333,uoft7_240716_Au-0.667-Pd-0.333_pp0,1219.5,,50.0,,,,,,,32.5,87.155,True,-1.3041404886767447,-0.4155619276470667,0.1102693926081956,-1.2056716830581555,-1.2492594941176511,-1.2525956388947221,-1.6310989775929443,-0.7699137817647008,-0.5940370377323378,-1.1814810209176274,-0.8096967688235331,-0.4834031132176171,-1.6807160588885612,-0.23737609529412146,-0.2655297554172088,-0.27062121058130384,0.7759979523529523,1.0279255640633778,0.572740092621351,AuPd,9,19
